id#,species,year,country,Latitude,Longitude
7707731,Trifolium repens,1975,US,32.42467,-81.78025
13280972,Trifolium repens,1959,US,32.425,-81.7333333
13279951,Trifolium repens,1960,US,32.425,-81.7333333
13281094,Trifolium repens,1960,US,32.425,-81.7333333
13279065,Trifolium repens,1962,US,32.425,-81.7333333
13280762,Trifolium repens,1962,US,32.425,-81.7333333
13279964,Trifolium repens,1962,US,32.425,-81.7333333
13281002,Trifolium repens,1964,US,32.425,-81.7333333
13278823,Trifolium repens,1964,US,32.425,-81.7333333
13280029,Trifolium repens,1965,US,32.425,-81.7333333
13279308,Trifolium repens,1965,US,32.425,-81.7333333
13279022,Trifolium repens,2003,US,32.425,-81.7333333
13279487,Trifolium repens,2003,US,32.425,-81.7333333
24023763,Trifolium repens,2017,US,32.42546,-81.78345
7707733,Trifolium repens,1961,US,32.425539,-81.78231
16965348,Trifolium repens,2016,US,32.428693,-81.782213
5675299,Trifolium repens,1971,US,32.433,-92.683
16598769,Trifolium repens,1968,US,32.465193,-93.732123
7709281,Trifolium repens,1975,US,32.468486,-93.614898
5577472,Trifolium repens,1991,US,32.478,-110.7207
12804780,Trifolium repens,2008,US,32.511388,-87.860833
16823550,Trifolium repens,2008,US,32.51139,-87.86083
24941058,Trifolium repens,1963,US,32.523205,-92.637927
7707701,Trifolium repens,1969,US,32.595427,-85.497652
7707704,Trifolium repens,1969,US,32.596873,-85.496622
7707705,Trifolium repens,1970,US,32.597885,-85.497309
6748601,Trifolium repens,1937,US,32.6475,-89.81056
3528887,Trifolium repens,1962,US,32.66014,-117.09626
5738197,Trifolium repens,1993,US,32.6780014,-86.7480011
6036525,Trifolium repens,2012,US,32.71095,-103.1057667
24864862,Trifolium repens,2020,US,32.741861,-97.363194
19965715,Trifolium repens,2011,US,32.7426,-97.362
7707709,Trifolium repens,1956,US,32.748012,-81.184026
1954080,Trifolium repens,2002,US,32.76,-105.65
18288533,Trifolium repens,2002,US,32.762,-105.652
24942100,Trifolium repens,1968,US,32.7667,-91.25
9307161,Trifolium repens,2003,US,32.77,-80.0756
9295921,Trifolium repens,2003,US,32.77,-80.0756
7707685,Trifolium repens,1956,US,32.78962,-80.630382
7707684,Trifolium repens,1956,US,32.78962,-80.630382
18288370,Trifolium repens,2007,US,32.80139,-105.80389
16823548,Trifolium repens,1966,US,32.85,-87.66666
7709287,Trifolium repens,1969,US,32.860962,-91.388448
16823547,Trifolium repens,1967,US,32.87055,-88.0875
4038255,Trifolium repens,1981,US,32.889861,-105.669778
3358879,Trifolium repens,1989,US,32.930778,-108.3980105
7707747,Trifolium repens,1971,US,32.939907,-83.579101
12804697,Trifolium repens,1992,US,33.026335,-85.04746
7910030,Trifolium repens,2008,US,33.04595,-108.530028
424291,Trifolium repens,2004,US,33.11278,-117.23611
6034108,Trifolium repens,2010,US,33.14848333,-107.2524167
7910031,Trifolium repens,2008,US,33.159299,-108.211184
7910032,Trifolium repens,2008,US,33.159299,-108.211184
16823554,Trifolium repens,1988,US,33.18333,-87.53333
16823557,Trifolium repens,1964,US,33.19139,-87.5175
7910003,Trifolium repens,2008,US,33.203758,-108.216884
7910004,Trifolium repens,2008,US,33.203758,-108.216884
7910005,Trifolium repens,2008,US,33.203758,-108.216884
7910001,Trifolium repens,2008,US,33.204046,-108.216886
7910002,Trifolium repens,2008,US,33.204046,-108.216886
7910033,Trifolium repens,2008,US,33.204046,-108.216886
16823558,Trifolium repens,1959,US,33.20917,-87.54444
16823556,Trifolium repens,1955,US,33.21111,-87.55417
16823559,Trifolium repens,1955,US,33.21111,-87.55417
16823560,Trifolium repens,1955,US,33.21111,-87.55417
7707719,Trifolium repens,1963,US,33.214006,-87.539477
7707700,Trifolium repens,1957,US,33.214607,-80.447874
16823555,Trifolium repens,1955,US,33.21778,-87.545
14328242,Trifolium repens,1987,US,33.24389,-83.93111
691203,Trifolium repens,1979,US,33.2867,-110.824
20214941,Trifolium repens,2018,US,33.291381,-81.036863
4038281,Trifolium repens,1980,US,33.35048377,-108.0793792
20388609,Trifolium repens,2001,US,33.3509,-118.32905
20753044,Trifolium repens,2017,US,33.3628222,-81.683925
9091653,Trifolium repens,2009,US,33.369287,-108.723199
6369387,Trifolium repens,2009,US,33.38716667,-89.40616667
20511826,Trifolium repens,2016,US,33.429438,-88.807771
2064246,Trifolium repens,1984,US,33.430833,-108.646944
7363324,Trifolium repens,2005,US,33.443,-88.321
5808714,Trifolium repens,2009,US,33.449,-88.798
5791141,Trifolium repens,1888,US,33.45028,-88.81833
6749436,Trifolium repens,1889,US,33.45028,-88.81833
6749912,Trifolium repens,2008,US,33.45028,-88.81833
6749438,Trifolium repens,1951,US,33.45139,-88.78333
6749793,Trifolium repens,2004,US,33.45416667,-88.77944444
18288490,Trifolium repens,1984,US,33.454167,-108.643056
6749439,Trifolium repens,1951,US,33.45472,-88.78861
6749435,Trifolium repens,1951,US,33.45472,-88.78861
6749668,Trifolium repens,2002,US,33.455585,-88.787063
6749677,Trifolium repens,2002,US,33.466243,-88.813943
12924168,Trifolium repens,2006,US,33.46833,-117.04278
6749687,Trifolium repens,2002,US,33.47333333,-88.78777778
7707732,Trifolium repens,1957,US,33.49182,-80.855648
6744465,Trifolium repens,2001,US,33.585058,-91.8166
691214,Trifolium repens,1968,US,33.6245,-109.106
3374282,Trifolium repens,2010,US,33.626971,-109.11595
3417405,Trifolium repens,2010,US,33.626971,-109.11595
7707746,Trifolium repens,1957,US,33.667664,-79.830626
7707783,Trifolium repens,1978,US,33.668114,-83.602266
12804695,Trifolium repens,1992,US,33.695669,-85.818732
6025056,Trifolium repens,1994,US,33.714448,-89.637477
6348895,Trifolium repens,1994,US,33.71683,-89.64312
11329677,Trifolium repens,2015,US,33.75326,-109.36451
7939982,Trifolium repens,2015,US,33.75326,-109.36451
7827521,Trifolium repens,1960,US,33.754374,-96.536915
6831151,Trifolium repens,2015,US,33.761301,-109.377898
11310338,Trifolium repens,2015,US,33.769478,-109.437133
6831996,Trifolium repens,2015,US,33.769478,-109.437133
7254672,Trifolium repens,2015,US,33.77493,-109.05364
16190154,Trifolium repens,2016,US,33.7784,-109.40562
25110905,Trifolium repens,2016,US,33.7784,-109.40562
11311235,Trifolium repens,2015,US,33.77905,-109.40554
7905577,Trifolium repens,2015,US,33.77905,-109.40554
7707695,Trifolium repens,1967,US,33.791567,-87.231156
10811876,Trifolium repens,2012,US,33.793541,-78.729157
15825524,Trifolium repens,2017,US,33.794444,-84.3125
19969796,Trifolium repens,2011,US,33.7965,-94.9327
691210,Trifolium repens,1994,US,33.8048,-110.904
873522,Trifolium repens,1994,US,33.806,-110.9023
7707738,Trifolium repens,1896,US,33.806217,-84.14575
13759595,Trifolium repens,1995,US,33.811653,-84.141249
7707682,Trifolium repens,1967,US,33.813712,-85.761354
323443,Trifolium repens,1996,US,33.81806,-118.17444
1417877,Trifolium repens,1934,US,33.8718,-110.9749
2068986,Trifolium repens,1934,US,33.872287,-110.975218
7707712,Trifolium repens,1957,US,33.884059,-79.04837
2087735,Trifolium repens,1954,US,33.88667,-109.41667
7707718,Trifolium repens,1962,US,33.899498,-86.281693
16598773,Trifolium repens,1964,US,33.904157,-98.536938
16598772,Trifolium repens,1964,US,33.913708,-98.493387
691211,Trifolium repens,1992,US,33.92,-110.921
21108146,Trifolium repens,2007,US,33.920707,-109.11986
7706903,Trifolium repens,1958,US,33.921563,-78.020268
15000435,Trifolium repens,2007,US,33.92789,-109.13236
776038,Trifolium repens,2007,US,33.9279,-109.132
9328796,Trifolium repens,2007,US,33.9282,-80.7906
26644673,Trifolium repens,2007,US,33.9339,-94.6352
658066,Trifolium repens,1998,US,33.94,-111.91
26590810,Trifolium repens,2007,US,33.9535,-94.7055
6328756,Trifolium repens,1981,US,33.953608,-78.451412
23529788,Trifolium repens,2013,US,33.96561,-117.35461
23534247,Trifolium repens,1988,US,33.96583,-117.34194
23518367,Trifolium repens,1989,US,33.96667,-117.34167
381683,Trifolium repens,1970,US,33.97361,-117.32722
1855981,Trifolium repens,2004,US,33.975,-117.325
6542797,Trifolium repens,1995,US,33.98,-81.02
22654482,Trifolium repens,1994,US,33.993455,-81.028376
7707736,Trifolium repens,1957,US,34.001523,-81.772052
691201,Trifolium repens,1956,US,34.01,-109.458
19178120,Trifolium repens,1980,US,34.0105,-119.425
26630060,Trifolium repens,2001,US,34.0147,-95.3548
17077358,Trifolium repens,2011,US,34.01639,-117.39111
335904,Trifolium repens,1998,US,34.01833,-118.47083
4038257,Trifolium repens,1981,US,34.01980817,-108.6670936
1857057,Trifolium repens,1933,US,34.02111,-118.08222
1926242,Trifolium repens,1958,US,34.037644,-109.857473
7709272,Trifolium repens,1967,US,34.037892,-94.341317
4038305,Trifolium repens,1981,US,34.04753861,-108.6659712
7707742,Trifolium repens,1957,US,34.057097,-80.57175
9336104,Trifolium repens,1999,US,34.0858,-81.0951
381691,Trifolium repens,1962,US,34.09167,-117.64361
3542378,Trifolium repens,1968,US,34.09733,-117.70906
24007655,Trifolium repens,2018,US,34.10208,-82.85027
5577473,Trifolium repens,1928,US,34.116667,-109.966667
16823545,Trifolium repens,1998,US,34.11972,-86.39472
10844863,Trifolium repens,2010,US,34.1291667,-82.3213889
7707703,Trifolium repens,1957,US,34.134878,-79.939788
7707708,Trifolium repens,1968,US,34.13655,-87.887138
2123262,Trifolium repens,1921,US,34.147778,-109.971667
2063722,Trifolium repens,1976,US,34.15,-109.979
2064264,Trifolium repens,1976,US,34.15,-109.979
19153930,Trifolium repens,1927,US,34.1519,-119.1951
1259396,Trifolium repens,1921,US,34.15749,-109.9812
7707707,Trifolium repens,1957,US,34.175127,-82.024007
7707725,Trifolium repens,1957,US,34.179854,-81.86678
2087685,Trifolium repens,1975,US,34.2102,-111.353
18380150,Trifolium repens,2013,US,34.22385,-116.88835
12923002,Trifolium repens,2013,US,34.22386,-116.88836
7707266,Trifolium repens,1982,US,34.223882,-77.871303
7707722,Trifolium repens,1975,US,34.226488,-87.621413
18778906,Trifolium repens,2013,US,34.22712,-116.88602
13285636,Trifolium repens,2012,US,34.2316,-88.62576
5896606,Trifolium repens,1986,US,34.234108,-88.625101
691205,Trifolium repens,1962,US,34.255,-111.258
2087684,Trifolium repens,1979,US,34.261248,-111.305274
381689,Trifolium repens,1994,US,34.27056,-117.28528
19153968,Trifolium repens,1961,US,34.2785,-119.2875
381688,Trifolium repens,1994,US,34.28583,-117.34694
18288273,Trifolium repens,1994,US,34.28583,-117.34694
381690,Trifolium repens,1992,US,34.28667,-117.18583
7706919,Trifolium repens,1958,US,34.296002,-78.217777
691198,Trifolium repens,1965,US,34.2987,-110.998
7709267,Trifolium repens,1967,US,34.316204,-93.170734
9336198,Trifolium repens,2009,US,34.3228,-80.6925
14601815,Trifolium repens,2016,US,34.332364,-94.012118
5896603,Trifolium repens,1976,US,34.342944,-89.441064
23900807,Trifolium repens,2018,US,34.34592,-84.5419
15147893,Trifolium repens,1965,US,34.362101,-109.994165
6341342,Trifolium repens,1974,US,34.364,-89.533
5896601,Trifolium repens,1964,US,34.364472,-89.534161
5896605,Trifolium repens,1991,US,34.371686,-89.527796
7707687,Trifolium repens,1941,US,34.377502,-80.068082
9325656,Trifolium repens,2015,US,34.3826,-81.1878
5896600,Trifolium repens,1964,US,34.390267,-89.534554
7254380,Trifolium repens,2015,US,34.40139,-110.95157
7707714,Trifolium repens,1975,US,34.408426,-86.587214
19153969,Trifolium repens,1962,US,34.413,-119.742
6041112,Trifolium repens,2009,US,34.4164,-103.2046167
2087733,Trifolium repens,1984,US,34.41666667,-111.35
19155470,Trifolium repens,1945,US,34.422,-119.697
19154198,Trifolium repens,1928,US,34.4275,-119.7045
19153630,Trifolium repens,1950,US,34.4285,-119.699
5896602,Trifolium repens,1975,US,34.430401,-89.553846
16823549,Trifolium repens,2000,US,34.43444,-87.29
11746330,Trifolium repens,2000,US,34.441817,-111.25385
2067462,Trifolium repens,2008,US,34.443587,-111.157372
2120842,Trifolium repens,2008,US,34.44359,-111.15737
7707716,Trifolium repens,1967,US,34.453475,-86.852928
1198799,Trifolium repens,2006,US,34.4546,-111.396
6357552,Trifolium repens,1967,US,34.462,-88.925
19153658,Trifolium repens,1945,US,34.4635,-119.262
19169278,Trifolium repens,1945,US,34.4635,-119.262
1157067,Trifolium repens,2004,US,34.4676,-110.9572
15544734,Trifolium repens,2017,US,34.47283,-111.32487
1206032,Trifolium repens,2006,US,34.4906,-111.1237
691206,Trifolium repens,2002,US,34.5,-112.535
11173325,Trifolium repens,2016,US,34.5,-82.0162222
7706901,Trifolium repens,1957,US,34.517114,-78.725018
19153458,Trifolium repens,1958,US,34.5235,-119.7933
26689419,Trifolium repens,1997,US,34.5274,-96.6082
5577474,Trifolium repens,1926,US,34.533333,-109.466667
9212462,Trifolium repens,2014,US,34.54811,-111.43713
3374175,Trifolium repens,2008,US,34.548861,-111.16325
2079029,Trifolium repens,1995,US,34.551404,-111.403924
9212297,Trifolium repens,2014,US,34.55451,-111.41999
5524715,Trifolium repens,2001,US,34.556382,-111.410352
5524735,Trifolium repens,2003,US,34.558293,-111.408786
2087683,Trifolium repens,1969,US,34.563325,-111.58936
26637568,Trifolium repens,2005,US,34.5634,-94.6428
26727781,Trifolium repens,2019,US,34.56823,-81.605974
2087682,Trifolium repens,1997,US,34.56976,-112.43638
11197698,Trifolium repens,1997,US,34.56976,-112.43638
20234167,Trifolium repens,1966,US,34.576126,-90.653853
20234170,Trifolium repens,1966,US,34.576126,-90.653853
7707721,Trifolium repens,1957,US,34.581238,-81.920931
16884061,Trifolium repens,2004,US,34.621276,-78.992494
6094454,Trifolium repens,2009,US,34.66316667,-106.7706667
12804701,Trifolium repens,1967,US,34.664699,-89.461155
16884059,Trifolium repens,2004,US,34.686829,-79.200871
16886367,Trifolium repens,2000,US,34.690833,-79.200278
9310708,Trifolium repens,1997,US,34.6941667,-76.8146667
21925629,Trifolium repens,1976,US,34.712331,-111.914721
10416126,Trifolium repens,1986,US,34.71751,-81.621092
26643217,Trifolium repens,2006,US,34.7384,-94.8885
26643154,Trifolium repens,2007,US,34.7384,-94.8885
2087729,Trifolium repens,1979,US,34.739,-111.9124
6653530,Trifolium repens,1935,US,34.744816,-79.480334
6653483,Trifolium repens,1936,US,34.744816,-79.480334
6653494,Trifolium repens,1945,US,34.744816,-79.480334
6418145,Trifolium repens,1988,US,34.744816,-79.480334
8635870,Trifolium repens,1995,US,34.7504,-120.5205
4049346,Trifolium repens,2001,US,34.763665,-106.350509
11064212,Trifolium repens,2016,US,34.7690556,-82.1302222
16884067,Trifolium repens,2002,US,34.778402,-79.462825
8906847,Trifolium repens,1976,US,34.780647,-111.762513
7709276,Trifolium repens,1969,US,34.807866,-87.679195
691202,Trifolium repens,1998,US,34.8089,-109.575
1066826,Trifolium repens,2006,US,34.813917,-111.841556
7709268,Trifolium repens,1973,US,34.82491,-90.651089
5496366,Trifolium repens,2011,US,34.857433,-112.071854
10334944,Trifolium repens,2011,US,34.857433,-112.071854
10373175,Trifolium repens,2012,US,34.857765,-112.072113
2064263,Trifolium repens,1972,US,34.86209,-111.76215
10380225,Trifolium repens,1978,US,34.883458,-91.196714
6075717,Trifolium repens,2009,US,34.88551667,-104.5923
2087688,Trifolium repens,1965,US,34.912377,-111.726886
7707229,Trifolium repens,1963,US,34.935,-80.447222
691199,Trifolium repens,1936,US,34.9412,-111.751
7706921,Trifolium repens,1957,US,34.956293,-78.842978
5896588,Trifolium repens,1968,US,34.962553,-90.132548
8635868,Trifolium repens,1990,US,34.9657,-120.6185
7707786,Trifolium repens,1966,US,34.983144,-83.191899
5896589,Trifolium repens,1969,US,34.986007,-90.134877
659788,Trifolium repens,2001,US,34.9964,-111.751
659023,Trifolium repens,2000,US,35.0058,-111.778
2122343,Trifolium repens,1972,US,35.011333,-111.860167
18670067,Trifolium repens,2014,US,35.015659,-118.55132
659024,Trifolium repens,2000,US,35.0258,-111.845
19748177,Trifolium repens,2014,US,35.037119,-85.195856
7707740,Trifolium repens,1957,US,35.049844,-81.890938
2079028,Trifolium repens,1996,US,35.05,-111.442441
7706915,Trifolium repens,1956,US,35.070409,-84.003689
16884057,Trifolium repens,2002,US,35.071681,-78.900985
7707588,Trifolium repens,1958,US,35.087632,-76.879383
14602338,Trifolium repens,2016,US,35.095643,-90.766661
7706917,Trifolium repens,1956,US,35.101734,-83.622009
7706926,Trifolium repens,1857,US,35.116276,-78.136103
691200,Trifolium repens,1985,US,35.1242,-109.537
16878503,Trifolium repens,1973,US,35.131547,-79.429479
4565039,Trifolium repens,2014,US,35.13858,-112.20878
4565042,Trifolium repens,2014,US,35.148415,-112.235056
1919500,Trifolium repens,1934,US,35.181225,-111.65468
7707235,Trifolium repens,1946,US,35.187241,-83.279394
691207,Trifolium repens,1933,US,35.19,-111.66
10303903,Trifolium repens,1975,US,35.190455,-90.718497
26641773,Trifolium repens,2007,US,35.1967,-97.4502
